acclr(x),acclr(y),acclr(z),gyro(x),gyro(y),gyro(z)
0.46,-0.1,9.45,-0.08,-0.08,-0.04
0.33,-0.06,10.42,-0.07,-0.07,-0.04
0.17,-0.03,11.17,-0.06,-0.05,-0.04
0.17,-0.06,11.5,-0.04,0,-0.04
0.24,-0.02,11.2,-0.03,0.04,-0.04
0.36,-0.01,10.4,-0.02,0.07,-0.04
0.51,-0.04,9.24,-0.02,0.08,-0.04
0.68,-0.07,8.22,-0.03,0.06,-0.04
0.74,-0.06,7.46,-0.04,0.02,-0.04
0.73,-0.14,7.56,-0.06,-0.02,-0.04
0.62,-0.16,8.11,-0.07,-0.05,-0.04
0.51,-0.12,9.03,-0.08,-0.08,-0.04
0.34,-0.04,9.8,-0.08,-0.08,-0.04
0.24,-0.02,10.76,-0.07,-0.07,-0.04
0.17,-0.06,11.41,-0.05,-0.03,-0.04
0.16,-0.06,11.52,-0.04,0.01,-0.04
0.28,-0.03,10.88,-0.03,0.05,-0.04
0.39,-0.04,10.04,-0.02,0.08,-0.04
0.58,-0.07,8.83,-0.03,0.08,-0.04
0.72,-0.08,7.85,-0.03,0.05,-0.04
0.75,-0.09,7.39,-0.05,0.01,-0.04
0.67,-0.15,7.67,-0.06,-0.03,-0.04
0.59,-0.15,8.43,-0.08,-0.06,-0.04
0.51,-0.12,9.19,-0.09,-0.08,-0.04
0.35,-0.02,10.07,-0.08,-0.08,-0.04
0.23,-0.04,10.94,-0.06,-0.06,-0.04
0.16,-0.05,11.52,-0.05,-0.02,-0.04
0.21,-0.04,11.36,-0.04,0.03,-0.04
0.33,-0.01,10.58,-0.03,0.06,-0.04
0.47,-0.01,9.63,-0.02,0.08,-0.04
0.64,-0.06,8.41,-0.03,0.07,-0.04
0.74,-0.09,7.6,-0.04,0.04,-0.04
0.74,-0.1,7.45,-0.05,-0.01,-0.04
0.65,-0.17,7.91,-0.07,-0.04,-0.04
0.55,-0.15,8.69,-0.08,-0.07,-0.04
0.46,-0.09,9.39,-0.09,-0.08,-0.04
0.3,-0.04,10.38,-0.07,-0.07,-0.04
0.17,-0.01,11.17,-0.06,-0.05,-0.04
0.15,-0.05,11.55,-0.04,0,-0.04
0.24,-0.03,11.22,-0.03,0.04,-0.04
0.34,-0.01,10.23,-0.03,0.07,-0.04
0.52,-0.05,9.27,-0.02,0.08,-0.04
0.68,-0.08,8.13,-0.03,0.06,-0.04
0.76,-0.08,7.48,-0.04,0.02,-0.04
0.68,-0.15,7.63,-0.06,-0.02,-0.04
0.6,-0.13,8.13,-0.07,-0.05,-0.04
0.53,-0.16,8.93,-0.08,-0.07,-0.04
0.42,-0.07,9.67,-0.08,-0.08,-0.04
0.29,-0.05,10.68,-0.07,-0.07,-0.04
0.17,-0.05,11.34,-0.05,-0.04,-0.04
0.17,-0.03,11.5,-0.04,0.01,-0.04
0.25,-0.02,11.01,-0.03,0.05,-0.04
0.41,-0.01,9.97,-0.02,0.08,-0.04
0.61,-0.07,8.97,-0.02,0.08,-0.04
0.72,-0.07,7.89,-0.03,0.05,-0.04
0.76,-0.09,7.43,-0.04,0.01,-0.04
0.68,-0.14,7.68,-0.06,-0.03,-0.04
0.59,-0.15,8.32,-0.07,-0.06,-0.04
0.49,-0.12,9.12,-0.08,-0.08,-0.04
0.36,-0.03,9.89,-0.08,-0.08,-0.04
0.23,-0.04,10.87,-0.06,-0.06,-0.04
0.18,-0.06,11.5,-0.05,-0.03,-0.04
0.18,-0.03,11.38,-0.04,0.02,-0.04
0.27,0,10.73,-0.03,0.06,-0.04
0.45,-0.05,9.64,-0.02,0.08,-0.04
0.6,-0.06,8.67,-0.03,0.07,-0.04
0.75,-0.08,7.64,-0.04,0.04,-0.04
0.77,-0.1,7.38,-0.05,0,-0.04
0.65,-0.17,7.88,-0.07,-0.04,-0.04
0.56,-0.16,8.5,-0.08,-0.06,-0.04
0.42,-0.09,9.36,-0.09,-0.08,-0.04
0.36,-0.05,10.14,-0.07,-0.08,-0.04
0.17,-0.04,11.15,-0.06,-0.05,-0.04
0.16,-0.05,11.55,-0.05,-0.02,-0.04
0.24,-0.02,11.26,-0.03,0.04,-0.04
0.33,-0.03,10.5,-0.03,0.07,-0.04
0.49,-0.05,9.36,-0.02,0.08,-0.04
0.65,-0.05,8.35,-0.03,0.07,-0.04
0.73,-0.07,7.5,-0.04,0.03,-0.04
0.74,-0.11,7.45,-0.05,-0.01,-0.04
0.65,-0.15,8.04,-0.07,-0.05,-0.04
0.52,-0.13,8.78,-0.08,-0.07,-0.04
0.38,-0.06,9.61,-0.08,-0.08,-0.04
0.34,-0.06,10.34,-0.07,-0.08,-0.04
0.16,-0.06,11.26,-0.05,-0.04,-0.04
0.15,-0.03,11.53,-0.04,0,-0.04
0.26,0,11.09,-0.03,0.05,-0.04
0.33,-0.01,10.28,-0.02,0.07,-0.04
0.59,-0.07,9.08,-0.02,0.08,-0.04
0.67,-0.06,8.11,-0.03,0.06,-0.04
0.73,-0.08,7.48,-0.04,0.02,-0.04
0.7,-0.14,7.58,-0.06,-0.02,-0.04
0.61,-0.15,8.17,-0.08,-0.06,-0.04
0.56,-0.15,8.9,-0.08,-0.08,-0.04
0.34,-0.05,9.86,-0.08,-0.08,-0.04
0.23,-0.04,10.73,-0.06,-0.07,-0.04
0.16,-0.05,11.39,-0.05,-0.03,-0.04
0.19,-0.04,11.42,-0.04,0.02,-0.04
0.33,-0.04,10.8,-0.03,0.06,-0.04
0.43,-0.01,9.9,-0.02,0.08,-0.04
0.57,-0.05,8.72,-0.03,0.07,-0.04
0.7,-0.08,7.85,-0.04,0.05,-0.04
0.73,-0.09,7.38,-0.05,0.01,-0.04
0.68,-0.13,7.62,-0.06,-0.03,-0.04
0.59,-0.14,8.41,-0.08,-0.07,-0.04
0.49,-0.14,9.23,-0.08,-0.08,-0.04
0.29,-0.03,10.21,-0.08,-0.08,-0.04
0.19,-0.06,10.99,-0.06,-0.06,-0.04
0.2,-0.04,11.47,-0.04,-0.01,-0.04
0.23,-0.04,11.4,-0.03,0.03,-0.04
0.33,0,10.53,-0.03,0.06,-0.04
0.45,-0.03,9.62,-0.02,0.08,-0.04
0.62,-0.05,8.41,-0.03,0.07,-0.04
0.72,-0.05,7.58,-0.04,0.04,-0.04
0.74,-0.09,7.4,-0.05,-0.01,-0.04
0.72,-0.15,7.81,-0.07,-0.04,-0.04
0.53,-0.1,8.71,-0.08,-0.07,-0.04
0.44,-0.11,9.51,-0.08,-0.09,-0.04
0.34,-0.07,10.47,-0.07,-0.07,-0.04
0.17,-0.02,11.2,-0.06,-0.05,-0.04
0.18,-0.03,11.48,-0.04,0,-0.04
0.24,-0.06,11.24,-0.03,0.04,-0.04
0.39,-0.02,10.27,-0.02,0.07,-0.04
0.51,-0.05,9.35,-0.02,0.08,-0.04
0.66,-0.06,8.09,-0.03,0.06,-0.04
0.72,-0.08,7.48,-0.04,0.03,-0.04
0.68,-0.12,7.48,-0.06,-0.02,-0.04
0.65,-0.13,8.02,-0.07,-0.05,-0.04
0.49,-0.14,8.9,-0.08,-0.08,-0.04
0.33,-0.06,9.8,-0.08,-0.09,-0.04
0.26,-0.05,10.73,-0.07,-0.07,-0.04
0.17,-0.05,11.35,-0.05,-0.03,-0.04
0.16,-0.03,11.49,-0.04,0.01,-0.04
0.28,-0.02,11.02,-0.03,0.05,-0.04
0.42,-0.03,9.99,-0.02,0.07,-0.04
0.54,-0.05,9,-0.02,0.08,-0.04
0.68,-0.06,7.9,-0.03,0.05,-0.04
0.74,-0.11,7.41,-0.05,0.02,-0.04
0.7,-0.11,7.59,-0.06,-0.03,-0.04
0.62,-0.14,8.17,-0.07,-0.06,-0.04
0.49,-0.13,9.2,-0.08,-0.08,-0.04
0.33,-0.04,10.02,-0.08,-0.09,-0.04
0.21,-0.06,10.96,-0.06,-0.06,-0.04
0.17,-0.04,11.44,-0.05,-0.02,-0.04
0.21,-0.03,11.34,-0.04,0.02,-0.04
0.31,-0.02,10.82,-0.03,0.06,-0.04
0.49,-0.05,9.7,-0.02,0.08,-0.04
0.61,-0.06,8.74,-0.03,0.07,-0.04
0.69,-0.05,7.64,-0.04,0.04,-0.04
0.76,-0.1,7.3,-0.05,0,-0.04
0.68,-0.15,7.78,-0.07,-0.04,-0.04
0.62,-0.16,8.41,-0.08,-0.07,-0.04
0.47,-0.11,9.42,-0.08,-0.09,-0.04
0.29,-0.04,10.24,-0.07,-0.08,-0.04
0.17,-0.02,11.17,-0.06,-0.05,-0.04
0.17,-0.02,11.49,-0.05,-0.01,-0.04
0.25,-0.06,11.27,-0.03,0.03,-0.04
0.32,-0.01,10.53,-0.03,0.06,-0.04
0.49,-0.05,9.41,-0.02,0.08,-0.04
0.6,-0.07,8.41,-0.03,0.07,-0.04
0.72,-0.06,7.49,-0.04,0.03,-0.04
0.74,-0.11,7.36,-0.05,-0.01,-0.04
0.71,-0.17,7.88,-0.07,-0.05,-0.04
0.53,-0.15,8.68,-0.08,-0.07,-0.04
0.4,-0.09,9.64,-0.08,-0.09,-0.04
0.28,-0.03,10.42,-0.07,-0.08,-0.04
0.17,-0.03,11.27,-0.05,-0.04,-0.04
0.19,-0.06,11.53,-0.04,0,-0.04
0.24,-0.04,11.15,-0.03,0.04,-0.04
0.34,0,10.34,-0.02,0.07,-0.04
0.53,-0.03,9.1,-0.02,0.08,-0.04
0.64,-0.05,8.14,-0.03,0.06,-0.04
0.75,-0.08,7.44,-0.04,0.02,-0.04
0.73,-0.12,7.47,-0.06,-0.02,-0.04
0.61,-0.14,8.08,-0.07,-0.06,-0.04
0.51,-0.12,8.86,-0.08,-0.08,-0.04
0.38,-0.08,9.83,-0.08,-0.09,-0.04
0.29,-0.08,10.67,-0.07,-0.07,-0.04
0.17,-0.03,11.39,-0.05,-0.03,-0.04
0.19,-0.04,11.49,-0.04,0.01,-0.04
0.26,-0.03,10.95,-0.03,0.05,-0.04
0.41,-0.03,10.14,-0.02,0.07,-0.04
0.55,-0.04,9.11,-0.02,0.08,-0.04
0.68,-0.07,7.98,-0.03,0.06,-0.04
0.77,-0.11,7.39,-0.05,0.02,-0.04
0.69,-0.14,7.55,-0.06,-0.02,-0.04
0.62,-0.16,8.17,-0.07,-0.06,-0.04
0.48,-0.09,9.01,-0.08,-0.08,-0.04
0.35,-0.09,9.98,-0.08,-0.08,-0.04
0.24,-0.06,10.83,-0.06,-0.07,-0.04
0.17,-0.03,11.46,-0.05,-0.03,-0.04
0.18,-0.02,11.48,-0.04,0.02,-0.04
0.31,-0.03,10.97,-0.03,0.05,-0.04
0.43,-0.03,9.92,-0.02,0.08,-0.04
0.56,-0.05,8.94,-0.02,0.08,-0.04
0.68,-0.06,7.82,-0.03,0.05,-0.04
0.76,-0.09,7.33,-0.05,0.01,-0.04
0.68,-0.1,7.58,-0.06,-0.03,-0.04
0.6,-0.14,8.35,-0.08,-0.07,-0.04
0.49,-0.1,9.16,-0.08,-0.08,-0.04
0.3,-0.05,10.15,-0.08,-0.08,-0.04
0.23,-0.03,11,-0.06,-0.06,-0.04
0.17,-0.06,11.46,-0.05,-0.03,-0.04
0.2,-0.02,11.37,-0.04,0.02,-0.04
0.32,-0.02,10.84,-0.03,0.06,-0.04
0.44,-0.03,9.73,-0.02,0.08,-0.04
0.57,-0.03,8.71,-0.03,0.07,-0.04
0.71,-0.06,7.7,-0.04,0.04,-0.04
0.76,-0.1,7.36,-0.05,0.01,-0.04
0.7,-0.15,7.67,-0.06,-0.04,-0.04
0.59,-0.15,8.36,-0.08,-0.07,-0.04
0.45,-0.09,9.3,-0.08,-0.08,-0.04
0.3,-0.01,10.13,-0.08,-0.08,-0.04
0.17,-0.03,11.11,-0.06,-0.06,-0.04
0.17,-0.05,11.52,-0.05,-0.02,-0.04
0.21,0,11.33,-0.03,0.03,-0.04
0.32,0,10.68,-0.03,0.06,-0.04
0.47,-0.05,9.59,-0.02,0.08,-0.04
0.57,-0.03,8.56,-0.03,0.07,-0.04
0.74,-0.09,7.54,-0.04,0.04,-0.04
0.77,-0.11,7.31,-0.05,0,-0.04
0.65,-0.15,7.86,-0.07,-0.04,-0.04
0.56,-0.14,8.55,-0.08,-0.07,-0.04
0.41,-0.08,9.48,-0.08,-0.09,-0.04
0.32,-0.05,10.32,-0.07,-0.08,-0.04
0.16,0,11.2,-0.06,-0.05,-0.04
0.18,-0.03,11.52,-0.04,-0.01,-0.04
0.23,-0.03,11.26,-0.03,0.04,-0.04
0.36,-0.01,10.51,-0.03,0.07,-0.04
0.54,-0.09,9.42,-0.02,0.08,-0.04
0.6,-0.05,8.37,-0.03,0.07,-0.04
0.74,-0.07,7.48,-0.04,0.03,-0.04
0.76,-0.12,7.37,-0.05,-0.01,-0.05
0.68,-0.16,7.92,-0.07,-0.05,-0.04
0.57,-0.13,8.69,-0.08,-0.07,-0.04
0.4,-0.06,9.62,-0.08,-0.09,-0.04
0.29,-0.06,10.47,-0.07,-0.08,-0.04
0.17,-0.06,11.31,-0.05,-0.04,-0.04
0.17,-0.04,11.57,-0.04,0,-0.04
0.25,-0.02,11.15,-0.03,0.04,-0.04
0.34,-0.02,10.37,-0.02,0.07,-0.04
0.54,-0.07,9.18,-0.02,0.08,-0.04
0.62,-0.05,8.17,-0.03,0.07,-0.04
0.74,-0.09,7.45,-0.04,0.02,-0.04
0.73,-0.12,7.44,-0.05,-0.02,-0.04
0.65,-0.16,8.07,-0.07,-0.05,-0.04
0.56,-0.17,8.81,-0.08,-0.08,-0.04
0.39,-0.09,9.8,-0.08,-0.09,-0.04
0.28,-0.06,10.57,-0.07,-0.07,-0.04
0.17,-0.05,11.42,-0.05,-0.04,-0.04
0.18,-0.05,11.52,-0.04,0,-0.04
0.28,-0.02,11.03,-0.03,0.05,-0.04
0.38,0,10.25,-0.02,0.07,-0.04
0.54,-0.06,9.03,-0.02,0.08,-0.04
0.66,-0.08,8.03,-0.03,0.06,-0.04
0.73,-0.1,7.39,-0.04,0.02,-0.04
0.71,-0.11,7.5,-0.06,-0.02,-0.04
0.62,-0.14,8.11,-0.07,-0.06,-0.04
0.52,-0.14,8.91,-0.08,-0.08,-0.04
0.33,-0.07,9.84,-0.08,-0.09,-0.04
0.27,-0.04,10.71,-0.07,-0.07,-0.04
0.18,-0.06,11.43,-0.05,-0.03,-0.04
0.18,-0.04,11.5,-0.04,0.01,-0.04
0.27,-0.01,10.92,-0.03,0.05,-0.04
0.41,-0.01,10.11,-0.02,0.08,-0.04
0.57,-0.05,8.87,-0.03,0.08,-0.04
0.71,-0.08,7.93,-0.03,0.06,-0.04
0.74,-0.11,7.36,-0.05,0.01,-0.05
0.68,-0.13,7.58,-0.06,-0.03,-0.04
0.61,-0.15,8.27,-0.07,-0.06,-0.04
0.48,-0.09,9.04,-0.08,-0.08,-0.04
0.34,-0.07,10.06,-0.08,-0.08,-0.04
0.23,-0.07,10.85,-0.06,-0.07,-0.04
0.15,-0.06,11.48,-0.05,-0.02,-0.04
0.18,-0.02,11.48,-0.04,0.02,-0.04
0.31,-0.02,10.78,-0.03,0.06,-0.04
0.43,-0.02,9.91,-0.02,0.08,-0.04
0.62,-0.07,8.65,-0.03,0.07,-0.04
0.72,-0.09,7.81,-0.04,0.05,-0.04
0.75,-0.12,7.32,-0.05,0.01,-0.04
0.67,-0.11,7.62,-0.06,-0.03,-0.04
0.6,-0.16,8.37,-0.08,-0.07,-0.04
0.47,-0.11,9.17,-0.08,-0.08,-0.04
0.33,-0.05,10.21,-0.08,-0.08,-0.04
0.21,-0.05,11.01,-0.06,-0.06,-0.04
0.18,-0.03,11.49,-0.05,-0.02,-0.04
0.18,-0.03,11.38,-0.04,0.02,-0.04
0.31,-0.02,10.8,-0.03,0.06,-0.04
0.49,-0.05,9.74,-0.02,0.08,-0.04
0.6,-0.06,8.69,-0.03,0.07,-0.04
0.74,-0.08,7.67,-0.04,0.04,-0.04
0.76,-0.1,7.29,-0.05,0,-0.04
0.7,-0.16,7.67,-0.06,-0.04,-0.04
0.58,-0.15,8.5,-0.08,-0.07,-0.04
0.46,-0.11,9.32,-0.08,-0.09,-0.04
0.31,-0.06,10.29,-0.07,-0.08,-0.04
0.2,-0.05,11.07,-0.06,-0.06,-0.04
0.17,-0.02,11.54,-0.05,-0.02,-0.04
0.21,-0.03,11.34,-0.03,0.03,-0.04
0.32,-0.01,10.72,-0.03,0.06,-0.04
0.49,-0.06,9.65,-0.02,0.08,-0.04
0.59,-0.04,8.54,-0.03,0.07,-0.04
0.74,-0.08,7.59,-0.04,0.04,-0.04
0.77,-0.11,7.3,-0.05,0,-0.04
0.68,-0.15,7.81,-0.06,-0.04,-0.04
0.59,-0.15,8.45,-0.08,-0.07,-0.04
0.44,-0.09,9.39,-0.08,-0.09,-0.04
0.28,-0.03,10.41,-0.07,-0.08,-0.04
0.17,-0.03,11.19,-0.06,-0.05,-0.04
0.18,-0.06,11.51,-0.05,-0.02,-0.04
0.24,-0.03,11.27,-0.03,0.03,-0.04
0.35,0,10.62,-0.03,0.06,-0.04
0.51,-0.03,9.5,-0.02,0.08,-0.04
0.58,-0.03,8.47,-0.03,0.07,-0.04
0.72,-0.06,7.51,-0.04,0.04,-0.04
0.78,-0.1,7.29,-0.05,-0.01,-0.05
0.68,-0.16,7.89,-0.07,-0.05,-0.04
0.56,-0.15,8.54,-0.08,-0.07,-0.04
0.44,-0.11,9.48,-0.08,-0.09,-0.04
0.32,-0.05,10.32,-0.07,-0.08,-0.04
0.19,-0.04,11.2,-0.06,-0.05,-0.04
0.18,-0.02,11.53,-0.05,-0.01,-0.04
0.26,-0.02,11.23,-0.03,0.04,-0.04
0.35,-0.03,10.51,-0.03,0.07,-0.04
0.49,-0.06,9.38,-0.02,0.08,-0.04
0.63,-0.07,8.41,-0.03,0.07,-0.04
0.76,-0.09,7.5,-0.04,0.03,-0.04
0.73,-0.11,7.34,-0.05,-0.01,-0.04
0.67,-0.17,7.93,-0.07,-0.05,-0.04
0.55,-0.13,8.61,-0.08,-0.07,-0.04
0.4,-0.06,9.57,-0.08,-0.09,-0.04
0.29,-0.04,10.42,-0.07,-0.08,-0.04
0.19,-0.03,11.27,-0.06,-0.05,-0.04
0.17,-0.04,11.49,-0.04,-0.01,-0.04
0.27,-0.04,11.19,-0.03,0.04,-0.04
0.36,-0.04,10.44,-0.03,0.07,-0.04
0.5,-0.04,9.29,-0.02,0.08,-0.04
0.65,-0.08,8.34,-0.03,0.07,-0.04
0.75,-0.06,7.41,-0.04,0.03,-0.04
0.76,-0.11,7.38,-0.05,-0.01,-0.04
0.67,-0.17,7.96,-0.07,-0.05,-0.04
0.52,-0.13,8.71,-0.08,-0.08,-0.04
0.37,-0.08,9.65,-0.08,-0.09,-0.04
0.28,-0.06,10.5,-0.07,-0.07,-0.04
0.18,-0.04,11.32,-0.05,-0.04,-0.04
0.16,-0.03,11.53,-0.04,0,-0.04
0.28,-0.04,11.15,-0.03,0.04,-0.04
0.37,-0.03,10.38,-0.02,0.07,-0.04
0.54,-0.07,9.15,-0.02,0.08,-0.04
0.66,-0.05,8.15,-0.03,0.06,-0.04
0.73,-0.09,7.38,-0.04,0.02,-0.04
0.74,-0.14,7.38,-0.05,-0.02,-0.04
0.64,-0.16,8.02,-0.07,-0.05,-0.04
0.49,-0.13,8.79,-0.08,-0.08,-0.04
0.39,-0.08,9.72,-0.08,-0.09,-0.04
0.28,-0.05,10.58,-0.07,-0.07,-0.04
0.16,-0.03,11.41,-0.05,-0.04,-0.04
0.18,-0.04,11.56,-0.04,0,-0.04
0.28,-0.02,11.08,-0.03,0.05,-0.04
0.39,-0.02,10.28,-0.02,0.07,-0.04
0.52,-0.09,9.32,-0.02,0.08,-0.04
0.66,-0.05,8.08,-0.03,0.06,-0.04
0.74,-0.08,7.42,-0.04,0.02,-0.04
0.75,-0.14,7.48,-0.05,-0.02,-0.04
0.62,-0.16,8.12,-0.07,-0.06,-0.04
0.54,-0.15,8.81,-0.08,-0.08,-0.04
0.37,-0.06,9.77,-0.08,-0.08,-0.04
0.28,-0.05,10.58,-0.07,-0.07,-0.04
0.15,-0.05,11.36,-0.05,-0.04,-0.04
0.16,-0.03,11.51,-0.04,0,-0.04
0.28,-0.03,11.13,-0.03,0.04,-0.04
0.4,-0.03,10.21,-0.02,0.07,-0.04
0.51,-0.06,9.28,-0.02,0.08,-0.04
0.67,-0.05,8.05,-0.03,0.06,-0.04
0.76,-0.09,7.4,-0.04,0.03,-0.04
0.74,-0.13,7.48,-0.06,-0.02,-0.04
0.64,-0.14,7.98,-0.07,-0.05,-0.04
0.54,-0.13,8.88,-0.08,-0.08,-0.04
0.44,-0.09,9.64,-0.08,-0.09,-0.04
0.26,-0.03,10.62,-0.07,-0.07,-0.04
0.18,-0.05,11.32,-0.05,-0.04,-0.04
0.19,-0.06,11.52,-0.04,0.01,-0.04
0.26,-0.01,11.15,-0.03,0.04,-0.04
0.38,-0.02,10.21,-0.02,0.07,-0.04
0.52,-0.04,9.27,-0.02,0.08,-0.04
0.65,-0.06,8.01,-0.03,0.06,-0.04
0.74,-0.08,7.4,-0.04,0.03,-0.04
0.74,-0.15,7.54,-0.06,-0.02,-0.04
0.63,-0.14,7.98,-0.07,-0.05,-0.04
0.52,-0.13,8.87,-0.08,-0.08,-0.04
0.41,-0.07,9.63,-0.08,-0.09,-0.04
0.28,-0.02,10.6,-0.07,-0.07,-0.04
0.17,-0.02,11.3,-0.05,-0.04,-0.04
0.2,-0.03,11.51,-0.04,0.01,-0.04
0.22,-0.05,11.18,-0.03,0.04,-0.04
0.39,-0.06,10.11,-0.02,0.07,-0.04
0.54,-0.08,9.16,-0.03,0.08,-0.04
0.7,-0.08,7.9,-0.04,0.06,-0.04
0.75,-0.08,7.37,-0.04,0.02,-0.05
0.72,-0.11,7.45,-0.06,-0.02,-0.04
0.68,-0.21,7.99,-0.07,-0.06,-0.04
0.47,-0.16,8.93,-0.08,-0.08,-0.04
0.32,-0.11,9.69,-0.08,-0.08,-0.04
0.3,-0.08,10.63,-0.07,-0.08,-0.04
0.17,0.05,11.32,-0.05,-0.04,-0.04
0.21,0.01,11.52,-0.04,0,-0.04
0.23,-0.04,11.15,-0.03,0.04,-0.04
0.4,-0.03,10.21,-0.02,0.07,-0.04
0.54,-0.02,9.21,-0.02,0.08,-0.04
0.68,-0.05,8.04,-0.03,0.06,-0.04
0.72,-0.1,7.44,-0.04,0.03,-0.04
0.71,-0.12,7.52,-0.06,-0.02,-0.04
0.64,-0.13,8.01,-0.07,-0.05,-0.04
0.5,-0.14,8.88,-0.08,-0.08,-0.04
0.46,-0.11,9.66,-0.08,-0.08,-0.04
0.26,-0.08,10.62,-0.07,-0.07,-0.04
0.17,-0.06,11.31,-0.05,-0.04,-0.04
0.19,-0.03,11.51,-0.04,0,-0.04
0.23,-0.02,11.2,-0.03,0.04,-0.04
0.4,-0.04,10.22,-0.03,0.07,-0.04
0.53,-0.08,9.25,-0.02,0.08,-0.04
0.66,-0.06,8.02,-0.03,0.06,-0.04
0.73,0,7.4,-0.04,0.03,-0.04
0.8,-0.08,7.45,-0.06,-0.02,-0.04
0.66,-0.17,7.94,-0.07,-0.05,-0.04
0.5,-0.14,8.82,-0.08,-0.08,-0.04
0.41,-0.09,9.65,-0.08,-0.08,-0.04
0.3,0.02,10.67,-0.07,-0.07,-0.04
0.16,-0.07,11.32,-0.05,-0.04,-0.04
0.2,0.04,11.5,-0.04,0.01,-0.04
0.24,0.02,11.15,-0.03,0.04,-0.04
0.4,-0.04,10.21,-0.02,0.07,-0.04
0.51,-0.1,9.25,-0.02,0.08,-0.04
0.68,-0.06,8.04,-0.03,0.06,-0.04
0.77,-0.06,7.39,-0.04,0.03,-0.04
0.72,-0.11,7.53,-0.06,-0.01,-0.04
0.67,-0.07,7.89,-0.06,-0.04,-0.05
0.51,-0.13,8.92,-0.08,-0.07,-0.04
0.45,-0.12,9.55,-0.08,-0.08,-0.04
0.3,-0.06,10.62,-0.07,-0.07,-0.04
0.2,-0.04,11.29,-0.05,-0.04,-0.04
0.18,-0.09,11.48,-0.04,0,-0.04
0.27,-0.06,11.09,-0.03,0.04,-0.04
0.39,-0.04,10.18,-0.02,0.07,-0.04
0.51,-0.03,9.22,-0.03,0.08,-0.04
0.68,-0.04,8.04,-0.03,0.06,-0.04
0.67,-0.08,7.43,-0.05,0.03,-0.04
0.72,-0.16,7.49,-0.06,-0.02,-0.04
0.66,-0.15,7.96,-0.07,-0.05,-0.04
0.51,-0.1,8.85,-0.08,-0.08,-0.04
0.4,-0.09,9.71,-0.08,-0.08,-0.04
0.26,-0.06,10.68,-0.07,-0.07,-0.04
0.17,-0.05,11.3,-0.05,-0.04,-0.04
0.19,-0.03,11.45,-0.04,0.01,-0.04
0.28,-0.03,11.1,-0.03,0.04,-0.04
0.41,-0.06,10.2,-0.02,0.07,-0.04
0.49,-0.04,9.3,-0.03,0.08,-0.04
0.67,-0.06,8.05,-0.03,0.06,-0.04
0.74,-0.08,7.47,-0.04,0.03,-0.04
0.74,-0.11,7.4,-0.06,-0.02,-0.04
0.67,-0.14,7.99,-0.07,-0.05,-0.04
0.52,-0.12,8.87,-0.08,-0.08,-0.04
0.41,-0.06,9.64,-0.08,-0.08,-0.04
0.26,-0.06,10.65,-0.07,-0.07,-0.04
0.21,-0.04,11.27,-0.05,-0.04,-0.04
0.19,-0.05,11.46,-0.04,0,-0.04
0.26,-0.04,11.14,-0.03,0.04,-0.04
0.35,-0.04,10.42,-0.03,0.06,-0.04
0.48,-0.06,9.41,-0.03,0.08,-0.04
0.62,-0.06,8.42,-0.03,0.07,-0.04
0.73,-0.08,7.55,-0.04,0.03,-0.04
0.75,-0.11,7.39,-0.05,-0.01,-0.04
0.68,-0.06,7.87,-0.07,-0.05,-0.04
0.54,-0.12,8.74,-0.07,-0.07,-0.04
0.44,-0.08,9.51,-0.08,-0.08,-0.04
0.27,-0.04,10.54,-0.07,-0.07,-0.04
0.17,-0.05,11.2,-0.06,-0.04,-0.04
0.2,0,11.46,-0.04,-0.01,-0.04
0.23,-0.04,11.24,-0.03,0.03,-0.04
0.34,-0.06,10.59,-0.03,0.06,-0.04
0.47,-0.07,9.53,-0.02,0.08,-0.04
0.57,-0.05,8.51,-0.03,0.07,-0.04
0.73,-0.07,7.61,-0.04,0.04,-0.04
0.74,-0.1,7.34,-0.05,0,-0.04
0.68,-0.13,7.79,-0.06,-0.04,-0.04
0.58,-0.13,8.46,-0.08,-0.07,-0.04
0.44,-0.13,9.48,-0.08,-0.08,-0.04
0.3,-0.06,10.26,-0.07,-0.08,-0.04
0.17,-0.05,11.15,-0.06,-0.05,-0.04
0.18,-0.04,11.43,-0.05,-0.01,-0.04
0.24,-0.03,11.24,-0.03,0.03,-0.04
0.34,-0.05,10.64,-0.03,0.06,-0.04
0.47,-0.08,9.63,-0.02,0.08,-0.04
0.61,-0.06,8.66,-0.03,0.07,-0.04
0.72,-0.08,7.63,-0.04,0.04,-0.04
0.73,-0.11,7.5,-0.06,0,-0.04
0.66,-0.14,7.76,-0.06,-0.04,-0.04
0.58,-0.1,8.38,-0.07,-0.07,-0.04
0.44,-0.11,9.39,-0.08,-0.08,-0.04
0.33,-0.09,10.14,-0.07,-0.08,-0.04
0.22,-0.06,11.06,-0.06,-0.05,-0.04
0.18,-0.06,11.44,-0.05,-0.02,-0.04
0.24,-0.02,11.29,-0.04,0.03,-0.04
0.3,-0.02,10.7,-0.03,0.06,-0.04
0.46,-0.05,9.69,-0.02,0.08,-0.04
0.58,-0.06,8.7,-0.03,0.07,-0.04
0.74,-0.08,7.71,-0.04,0.04,-0.04
0.74,-0.13,7.35,-0.05,0.01,-0.04
0.67,-0.11,7.67,-0.06,-0.04,-0.04
0.6,-0.14,8.21,-0.08,-0.07,-0.04
